"ogrn","inn","kpp","full_name","name","okved"
"1037709043085","7709422862","503201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЛ-ТЕЛЕКОМ""","ООО ""ВЛ-ТЕЛЕКОМ""","61.10.4"
"1037709052435","7709427691","771501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОКОЛЛ""","ООО ""ИНФОКОЛЛ""","61.1"
"1037709053403","7709427860","771901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФО ГРУПП""","ООО ""ИНФО ГРУПП""","61.10"
"1097746708960","7734624083","773401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬЯНС СВЯЗИ""","ООО ""АЛЬЯНС СВЯЗИ""","61.1"
"1097746709686","7720671453","772001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАС""","ООО ""КОМПАС""","61.1"
"1097746710038","7722700928","773001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУССКАЯ ИНФОРМАЦИЯ - МОНИТОРИНГ""","ООО ""РУСИНФО-М""","61.1"
"1097746710710","7729643524","772901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМСЕРВИС""","ООО ""КОМСЕРВИС""","61.10.9"
"5087746297381","7715721797","540601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕТЛАЙН-МСК""","ООО ""НЕТЛАЙН-МСК""","61.10.9"
"5087746299856","7718727300","771801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИЗНЕС СИСТЕМА""","ООО ""БИЗНЕС СИСТЕМА""","61.10.1"
"5147746379600","7722863834","772201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙ СИ ТИ ЛИНК""","ООО ""АЙ СИ ТИ ЛИНК""","61.10"
"5147746380447","7714952216","771401001","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГАММА ТЕЛЕКОМ""","АО ""ГАММА ТЕЛЕКОМ""","61.10"
"5147746380645","7717800772","771701001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕКОНСТРУКЦИЯ""","ООО ""РЕКОНСТРУКЦИЯ""","61.10.1"
"5147746380689","7733903133","773301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОГИСТИК-ТЕЛЕКОМ""","ООО ""ЛОГИСТИК-ТЕЛЕКОМ""","61.10"
"5147746382669","7714952336","771401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕГАКЛИК""","ООО ""МЕГАКЛИК""","61.10.1"
"1217800001660","7811754499","781101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МПКОМ""","ООО ""МПКОМ""","61.10"
"1107847160530","7841426449","784101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИАМАНТ""","ООО ""ДИАМАНТ""","61.10"
"1107847160948","7814468908","781401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРСПЕКТИВА""","ООО ""ПЕРСПЕКТИВА""","61.10"
"1107847163918","7820321572","782001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕЛЕСКАН РЕГИОНАЛЬНАЯ КОММУНИКАЦИОННАЯ КОМПАНИЯ""","ООО ""ТРЕККО""","61.1"
"1107847165953","7839425261","783901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬТЕРНАТИВНАЯ СВЯЗЬ""","ООО ""АЛЬТЕРНАТИВНАЯ СВЯЗЬ""","61.10"
"1197746373384","7704493281","770401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРТЕХНОЛОДЖИ""","ООО ""ИНТЕРТЕХНОЛОДЖИ""","61.90"
"1197746374077","7713468411","771301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦИСКОМ""","ООО ""ЦИСКОМ""","61.10"
"1197746379247","9715349300","770901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЭКСТРЕМУМ""","ООО ""НЭКСТРЕМУМ""","61.10"
"1197746382118","7720470186","770401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭТАЛОН""","ООО ""ЭТАЛОН""","61.10"
"1057747888263","7713562710","771301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕЛЕКОМПРОЕКТ""","ООО ""ТЕЛЕКОМПРОЕКТ""","61.10"
"1057747889605","7722553712","772201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮНИТТЕЛЕКОМ""","ООО ""ЮНИТТЕЛ""","61.1"
"1057747890188","7729530785","772901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОПКОМ""","ООО ""ТОПКОМ""","61.10.1"
"1057747900088","7701612678","770101001","ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮВЕНКОМ""","ЗАО ""ЮВЕНКОМ""","61.1"
"1057747903586","7721536440","772101001","ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДОМАШНИЕ СЕТИ""","ЗАО ""ДОМАШНИЕ СЕТИ""","61.10"
"1170280030744","0274926700","027401001","ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""МОБИ""","ПК ""МОБИ""","61.10.1"
"1069672043088","6672207215","668501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФО-СЕТИ +""","ООО ""ИНФО-СЕТИ +""","61.10"
"1169658027120","6671036630","667101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКСКОМ""","ООО ""ЭКСКОМ""","61.10"
"1169658028671","6682010465","668201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕДИНЫЙ ДОМОФОННЫЙ ЦЕНТР""","ООО ""ЕДЦ""","61.10"
"1147847344215","7802872866","780201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРАСНАЯ ЗАРЯ. СИСТЕМЫ УПРАВЛЕНИЯ И СВЯЗИ""","ООО ""КРАСНАЯ ЗАРЯ. СУИС""","61.10.1"
"1152301002700","2301090330","230101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВИС ТЕРМИНАЛ МЕДИА""","ООО ""СЕРВИС ТЕРМИНАЛ МЕДИА""","61.10.4"
"1152304001728","2304069030","230401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮЖНЫЕ ТЕЛЕКОММУНИКАЦИОННЫЕ СЕТИ""","ООО ""ЮТС""","61.10.4"
"1066517005466","6502003609","650201001","ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОРСЕРВИС""","ЗАО ""МОРСЕРВИС""","61.10.2"
"1066517007710","6513002205","651301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХАЙНЕТ""","ООО ""ХАЙНЕТ""","61.10"
"1066517008359","6502003119","650201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЕКСАНДРОВСКАЯ СПЛАВНАЯ КОНТОРА""","ООО ""АСК""","61.10.2"
"1130280012301","0277127631","027701001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕВРАЗ""","ООО ""ЕВРАЗ""","61.10.1"
"1037726001488","7726321920","772601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМП АС""","ООО ""КОМП АС""","61.10.1"
"1096952020340","6950107200","695001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНОБРЕНД""","ООО ""МОНОБРЕНД""","61.10"
"1096952022441","6950108451","501201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАТИНУМ""","ООО ""ПЛАТИНУМ""","61.20"
"1096952024102","6950109159","695001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕРМИНАЛ ПЛЮС""","ООО ""ТЕРМИНАЛ ПЛЮС""","61.10.4"
"1096952024223","6950109286","695001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""М2М ТЕЛЕМАТИКА ТВЕРЬ""","ООО ""М2М ТТ""","61.10.4"
"1096952026126","6950110228","695001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВЕННО-ЭКСПЛУАТАЦИОННЫЙ УЗЕЛ ТЕХНОЛОГИЧЕСКОЙ СВЯЗИ""","ООО ""ПЭУТС""","61.10.9"
"1096952026522","6950110524","695001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛНЕТ""","ООО ""АЛНЕТ""","61.10"
"1200500003318","0571016220","057101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНЖИ-ЛАЙН""","ООО ""АНЖИ-ЛАЙН""","61.10"
"1200500005782","0571016485","057101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕГАМАКС""","ООО ""МЕГАМАКС""","61.10"
"1200500010919","0534052929","053401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКГАДЖА""","ООО ""АКГАДЖА""","61.10"
"1125476000430","5404452604","540401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМАВТОМАТИКА""","ООО ""ПРОМАВТОМАТИКА""","61.1"
"1125476008976","5408292415","540801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПАС ПК""","ООО ""СПАС ПК""","61.1"
"1200300023692","0326590620","032601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮТА-ТЕЛЕСИСТЕМЫ""","ООО ""ЮТА-ТЕЛЕСИСТЕМЫ""","61.20"
"1200300024154","0323416366","032301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИТ ТЕЛЕКОМ""","ООО ""БИТ ТЕЛЕКОМ""","61.10"
"1167746135182","7735150005","773501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕЛЕКОМ""","ООО ""ИНТЕЛЕКОМ""","61.10.1"
"1167746140000","7703406078","770301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНВЕСТМЕНТ НЕТВОРК КОМПАНИ""","ООО ""ИНВЕСТМЕНТ НЕТВОРК КОМПАНИ""","61.10"
"1167746142937","7703406141","772801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОМЕГА СОЛЮШН""","ООО ""ОМЕГА СОЛЮШН""","61.10"
"1167746143047","7735150090","773501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОНАЛЬНАЯ СЕТЬ ОХРАНЫ""","ООО ""РСО""","61.10.4"
"1055403040527","5403176736","540301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИБФЛОТ""","ООО ""СИБФЛОТ""","61.20.2"
"1075260014026","5260192409","526001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЛОБАЛЬНЫЕ АВТОМАТИЗИРОВАННЫЕ ЛИНИИ СИСТЕМЫ ТЕЛЕКОММУНИКАЦИЙ""","ООО ""ГАЛС-ТЕЛЕКОМ""","61.10.1"
"1075260014510","5260192920","526201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕГАМАКС""","ООО ""МЕГАМАКС""","61.1"
"1075260015511","5260194082","526001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТУРФЛОТ""","ООО ""ТУРФЛОТ""","61.20.1"
"1022402313031","2462004035","246401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЭЛЕКТРОТЕХНИЧЕСКАЯ ФИРМА ""ПРОГРЕСС-СВЯЗЬ-ТЕЛЕМЕХАНИКА""","ООО ФИРМА ""ПРОСВЕТ""","61.10"
"1022402473884","2461026974","246501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕЛЕКТОР-А""","ООО ""СЕЛЕКТОР-А""","61.10.9"
"1162375011732","2312243387","231201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ААС ЮГ ГРУПП""","ООО ""ААС ЮГ ГРУПП""","61.10"
"1071215010393","1215127030","121501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЛОБАЛ КОРПОРЭЙШН""","ООО ""ГЛОБАЛ КОРПОРЭЙШН""","61.1"
"1024001341088","4028020822","402801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТРСВЯЗЬТЕЛЕКОМ""","ООО ""ЦЕНТРСВЯЗЬТЕЛЕКОМ""","61.10"
"1024001342628","4028026461","402801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАНЕТА-ТЕЛЕКОМ""","ООО ""ПЛАНЕТА-ТЕЛЕКОМ""","61.10"
"1027301407561","7326015171","772601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИМБИРСКИЕ КОММУНИКАЦИИ""","ООО ""СИМБИРСКИЕ КОММУНИКАЦИИ""","61.10.1"
"1027301410707","7326000104","732501001","АКЦИОНЕРНОЕ ОБЩЕСТВО ""УЛЬТРАМАРИН""","АО ""УЛЬТРАМАРИН""","61.10.4"
"1082920000460","2906007070","290601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОРСКОЙ ПОРТ ОНЕГА""","ООО ""МОРСКОЙ ПОРТ ОНЕГА""","61.1"
"1082930000229","2921010870","292101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕОЛТЕЛЕКОМ""","ООО ""ГЕОЛТЕЛЕКОМ""","61.10"
"1083015000243","3015081382","302501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОН-ТЕЛЕКОМ""","ООО ""РЕГИОН-ТЕЛЕКОМ""","61.10"
"1083015001585","3015082805","301501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬЯНС ШИППИНГ""","ООО ""АЛЬЯНС ШИППИНГ""","61.10"
"1083015002432","3015083630","302501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЯЗЬИНФОРМ""","ООО ""СВЯЗЬИНФОРМ""","61.10"
"1145476112352","5407499713","540701001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТАРЕС""","ООО ""АНТАРЕС""","61.10"
"1145476118237","5404521456","540601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАРПАН-ТЕЛЕКОМ""","ООО ""ТАРПАН-ТЕЛЕКОМ""","61.10"
"1096234007760","6234072058","623401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИЛЬВЕР ТЕЛЕКОМ""","ООО ""СИЛЬВЕР ТЕЛЕКОМ""","61.10"
"1096234009211","6234073559","623401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИА+""","ООО ""РИА+""","61.10.1"
"1197746606310","7720483851","772301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""Т-ТЕЛЕКОМ""","ООО ""Т-ТЕЛЕКОМ""","61.10.1"
"1197746606474","7720483900","772801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЯЗЬ ПЛЮС""","ООО ""СВЯЗЬ ПЛЮС""","61.10"
"1197746611193","7734430151","504701001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОЛЬЗА""","ООО ""ПОЛЬЗА""","61.10.4"
"1076139000244","6139007605","613901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИКТОРИЯ""","ООО ""ВИКТОРИЯ""","61.10.1"
"1076140001233","6140026049","614001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПУЛЬС-КТ""","ООО ""ПУЛЬС-КТ""","61.10"
"1026000898736","6025012680","602501001","ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИМПУЛЬС-ТВ""","ЗАО ""ИМПУЛЬС-ТВ""","61.10.5"
"1026000898835","6025017952","602501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННАЯ ФИРМА ""СТВ""","ООО ""НПФ ""СТВ""","61.10.5"
"1159102011078","9103019289","910301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯЛТА ТЕЛЕКОМ""","ООО ""ЯЛТА ТЕЛЕКОМ""","61.10"
"1159102011870","9102069150","910201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРЫМСКИЕ ИНТЕРНЕТ СЕТИ""","ООО ""КРЫМСКИЕ ИНТЕРНЕТ СЕТИ""","61.10.4"
"1159102012079","9108119738","910801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕЛЕРАДИОКОМПАНИЯ ""ВИЗИТ""","ООО ""ТРК ""ВИЗИТ""","61.10"
"1159102013795","9108119897","910801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР МЕЖРЕГИОНАЛЬНЫХ КОММУНИКАЦИЙ ЮКА""","ООО ""ЦЕНТР МЕЖРЕГИОНАЛЬНЫХ КОММУНИКАЦИЙ ЮКА""","61.10.4"
"1177847186043","7841060346","780201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРНЕТ ТЕЛЕКОММУНИКАЦИИ""","ООО ""ФОРНЕТ""","61.10.2"
"1197847206930","7814766911","781401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МУКС""","ООО ""МУКС""","61.10"
"1197847209670","7806565753","780401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕГРАЛ""","ООО ""ИНТЕГРАЛ""","61.10"
"1197847214839","7801673635","780101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНСАР""","ООО ""ИНСАР""","61.10"
"1031700689426","1714005172","171401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕНИКС""","ООО ""ФЕНИКС""","61.10.1"
"1086952016997","6950086430","695001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛИЕНТСЕРВИС""","ООО ""КЛИЕНТСЕРВИС""","61.10.1"
"1086952023685","6952018891","695201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИРИУСТЕЛЕКОМ""","ООО ""СИРИУСТЕЛЕКОМ""","61.10.4"
"1094433000375","4403005425","440301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕТЕВЫЕ ТЕХНОЛОГИИ""","ООО ""СЕТЕВЫЕ ТЕХНОЛОГИИ""","61.10"
"1094501002199","4501149143","450101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОНСЕРВИС""","ООО ""РЕГИОНСЕРВИС""","61.10"
"1037739109891","7721222475","231701001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКСОТЕХНОСТРОЙ""","ООО ""ЭКСОТЕХНОСТРОЙ""","61.10.1"
"1145958021990","5904997317","590401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВЕРС""","ООО ""АВЕРС""","61.10"
"1145958022913","5904997557","590401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАПИТАЛ-В""","ООО ""КАПИТАЛ-В""","61.10"
"1145958025290","5904998279","590401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИД-СТРОЙ""","ООО ""МИД-СТРОЙ""","61.10"
"1145958025377","5904998328","590401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКО-СТРОЙ""","ООО ""ЭКО-СТРОЙ""","61.10"
"1145958026730","5918998818","775101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЮЗ""","ООО ""СОЮЗ""","61.10"
"1145958030723","5904999843","231201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБИОН""","ООО ""АБИОН""","61.10"
"1145958030789","5904999875","590401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БРОКС""","ООО ""БРОКС""","61.10"
"1115029003847","5029150791","502901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВАОС""","ООО ""ВАОС""","61.1"
"1115029006003","5029152887","502901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИСТЕМА""","ООО ""СИСТЕМА""","61.10"
"1115029006630","5029153513","502901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАНД""","ООО ""ГРАНД""","61.10"
"1115029012064","5029158335","502901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНО - ТРЕЙД""","ООО ""ТЕХНО - ТРЕЙД""","61.10.4"
"1115030000205","5030072298","502401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАГОРОДТЕЛЕКОМ""","ООО ""ЗАГОРОДТЕЛЕКОМ""","61.10"
"1033802009955","3817024131","783901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЛИМСКИЙ ЛИНЕЙНО-ТЕХНОЛОГИЧЕСКИЙ УЗЕЛ СВЯЗИ""","ООО ""ИЛИМСКИЙ ЛТУС""","61.10.9"
"1034800177884","4825035114","482401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНКОМ""","ООО ""ИНКОМ""","61.10.1"
"1034800571596","4826040501","482601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕРМИНАЛ - ЛИПЕЦК""","ООО ""ТЕРМИНАЛ - ЛИПЕЦК""","61.10.1"
"1034800571695","4826040519","482301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЯЗЬСТАНДАРТ""","ООО ""СВЯЗЬСТАНДАРТ""","61.90"
"1185050002774","5038133016","503801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНЖИНЭТ+""","ООО ""ИНЖИНЭТ+""","61.10"
"1185050006118","5050138290","505001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕФО""","ООО ""ТЕФО""","61.10"
"1185050007592","5050139014","500101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВА. АПП""","ООО ""СОВА.АПП""","61.20"
"1185050007889","5038135905","503801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРВАЯ СЕТЬ""","ООО ""ПЕРВАЯ СЕТЬ""","61.20"
"1107453008926","7453222445","745301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮТТ""","ООО ""ЮТТ""","61.10"
"1107455001829","7455001804","745501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОЛАРИС""","ООО ""ПОЛАРИС""","61.10.9"
"1107456002334","7456002448","745501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮКОМ""","ООО ""ЮКОМ""","61.1"
"1068603070425","8603138620","860301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛНА-I""","ООО ""ВОЛНА-I""","61.20"
"1068604018493","8604037784","860401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИБТРАСТ - НОВЫЕ ТЕХНОЛОГИИ""","ООО ""СИБТРАСТ - НТ""","61.10"
